eye_aperture,brow_lowering,lip_compression,jaw_angle,mouth_corner_stretch,frame,track_id
0.2482280649265445,0.1776395162022581,0.005648572504230341,67.5479997054074,-0.020240039299679945,45,90
0.366402829576207,0.1635515658737619,0.024092743049872613,47.46467931279569,-0.014399809891217207,87,93
0.2955074725078397,0.1522272106888901,0.045225278721298307,43.12999755645451,-0.06396348742332157,89,93
0.2969496642544681,0.12736751714523792,0.026792087664584824,44.99291523450921,-0.05676224277982492,91,93
0.4116603710159294,0.06771117913100307,0.036004530481058616,60.9874346542714,-0.03696394111552744,93,94
0.3628613941196302,0.11123660076286622,0.03429746302723702,38.52493893489385,-0.055927436395221845,95,94
0.21811671146748002,0.11751514251174879,0.14221843078943722,37.47632249867209,-0.08183262024368046,97,94
0.2517137892099045,0.11449848765704279,0.08115917447889202,37.196370658184534,-0.09252867641158112,99,94
0.34897349948709366,0.11277039316382426,0.038719319005775986,44.103485160961995,-0.07566084290232086,101,94
0.2680363006778632,0.1244638932488468,0.014685560725876536,45.94158563871227,-0.077876620377231,103,94
0.2519574489034749,0.12849886317779097,0.02701930915958953,49.53886495998802,-0.06727343028092203,105,94
0.25417909636209274,0.13320984802734628,0.09226080989718717,50.909683211952405,-0.07152454417657964,107,94
0.3275839179107227,0.11422660240897868,0.13195515328922386,44.31181263651033,-0.07485106333450843,109,94
0.26850324992960395,0.11801814435990766,0.4317490412955588,42.609545422873865,-0.08867793705456527,111,94
0.24186129908872528,0.12344717231346533,0.39815796062671394,41.06164757552278,-0.0863667568062219,113,94
0.33162671747447253,0.11224634871262508,0.665295546927845,40.84974313119955,-0.09450955729752522,115,94
0.2879186956357166,0.11494692234152099,0.3991906697292707,39.49298359301865,-0.08211510329665168,117,94
0.2639636213925005,0.11264887835303326,0.5060477373703053,39.50665701171556,-0.08247406620134756,119,94
0.31520039830737534,0.11824450334462151,0.26008563223922754,43.89344142348585,-0.09650013911810096,121,94
0.28508665609682304,0.11941621328774883,0.06390900219965304,41.607770406067566,-0.07646130443638005,123,94
0.3179442874475064,0.1045232927117159,0.1779893661630375,42.92497054718943,-0.07517971858869632,125,94
0.3348002212908109,0.1156739825293072,0.2911352874346507,48.91527983875092,-0.08255923091257941,127,94
0.3697076695094763,0.11244203953675282,0.012517139509921452,45.586974521720215,-0.09724503919464006,129,95
0.32646993108117545,0.12635204698421432,0.19369241547968402,46.70510836898552,-0.13200110921996316,131,95
