eye_aperture,brow_lowering,lip_compression,jaw_angle,mouth_corner_stretch,frame,track_id
0.19942123039891366,0.15995835259693666,0.3798975911524558,96.96295549451432,-0.13907029272058444,39,12
0.22449389532994013,0.13859788885487612,0.4984891918193643,75.49203343414227,-0.12289117133243951,41,12
0.19144887019069484,0.15205157638923822,0.24201979661033374,72.65651702802377,-0.13254156160950575,51,13
0.1829958267785632,0.12999107049984743,0.39607154746167716,75.52101170050243,-0.14225861559566907,53,13
0.1173312573879209,0.1472316303744106,0.26876979278955304,83.97421983642155,-0.14692033128140447,55,13
0.3957680904462927,0.14772092350577917,0.10721614879980218,60.258826140935504,-0.051696872774305444,141,16
0.3471008712921192,0.17406199761852562,0.005549122028164987,63.42707955244988,-0.019479134916976712,147,17
0.29715586374667646,0.17898754381254728,0.01313306339123876,73.54282719181265,-0.020194002856950655,149,17
0.24839328080270645,0.1887605356719952,0.024007038393320607,73.47622313270313,-0.05110867164288091,151,17
0.3887317625654153,0.16002247386299603,0.00677817515150709,58.87581964510232,-0.04990657456553189,153,18
0.2687711128641792,0.18176974793436482,0.009247753522811753,66.99770477537417,-0.03238903952069472,155,18
0.32834965232590857,0.1825552178332583,0.015503048225474958,60.088310359970585,-0.0342388134194951,159,19
0.26609923505807603,0.17127805529595622,0.011382485187008492,58.5478936870051,-0.04509252544336533,161,19
0.15660028863289832,0.18428598627317433,0.016054880555154992,61.84459406895479,-0.04659846053587975,163,19
0.5121969182489857,0.15465142841390003,0.004282306582543789,52.949653703725126,-0.02683579640447691,167,21
0.36786922113831927,0.13444829420636606,0.009830811482683867,62.763096811711314,-0.013072031071477438,169,21
0.17859528095083765,0.18763755615584374,0.01849192083054063,61.697565061731815,-0.009783248914151976,171,22
0.272046581402601,0.1883639093553294,0.02516707790356858,46.89936077697658,-0.03446654285905364,173,22
0.5065256402323408,0.1583172955584879,0.020337835428093212,41.31716596683202,-0.04411089961983165,175,22
0.2701290793803476,0.1397022582265846,0.007733127148822591,69.53416752161155,-0.057441958464984504,281,29
0.2601809097006184,0.13777914019669166,0.02806461601952853,67.05455341666217,-0.06663646480610562,283,29
0.2858198548216359,0.15909507040805926,0.006846628460560085,61.776287602009155,-0.02762356285416471,289,30
0.3539278277143954,0.15838963875878737,0.006436569722161003,52.87723772158589,-0.024523709837655037,291,30
0.3247585970422195,0.13813762449254346,0.00273860843438407,47.67432105747102,-0.0226142582642141,293,30
0.2827082918574406,0.16803902074075955,0.013305156017704982,60.5864648856747,-0.035221812487802144,295,30
0.2544486597264237,0.16185104823078633,0.0012480767916687758,66.86487902538282,-0.03590037857812604,297,30
0.25847665811166587,0.17403335506512874,0.06974745005815751,66.25070730817356,-0.04287904708141219,299,30
0.2742751819004002,0.16465460668533566,0.008456506977722494,67.21441355548708,-0.0403540022933327,301,30
0.2603962710134943,0.16973372090409722,0.004615513101673344,68.0909832146488,-0.04171206563106848,303,30
0.2760503631695456,0.16389247240362742,0.0006649937508702784,67.3686780137902,-0.05168835566044351,305,30
0.10352586646738421,0.17710178055435344,0.0117461424812307,75.66930440379544,-0.04653367575245495,321,32
0.14215947719865707,0.16757551989384084,0.02567735301182553,73.44293615810793,-0.04900304742536285,323,32
0.12018141721625897,0.16897852197642513,0.018264068408868267,71.64093560841731,-0.043387221478151376,325,32
0.13828644371049997,0.17807895736205911,0.0059090485747760645,71.61891197623014,-0.0360530532064173,327,33
0.1454690597954705,0.17241746647021153,0.00530899821210728,72.09282437589506,-0.04070252148601039,329,33
0.15287543106531254,0.16474964224793043,0.025330236885838808,72.09295015996923,-0.04500189973826662,331,33
0.15357468909487984,0.18150098279139149,0.022212194058714652,71.5659584356421,-0.03835792328625659,333,34
0.11048304214602525,0.18573970362208325,0.009857827473530874,73.85108475669634,-0.0331798674561344,335,34
0.1649464450877023,0.1741649150112863,0.028487696236493068,74.72660666853339,-0.047491662212362076,337,34
0.12042856693459411,0.17228762532453543,0.03559442187305853,74.29898548725275,-0.04562471815601117,339,34
0.180958894284235,0.17278003126038763,0.05340241758814119,71.05615068968632,-0.04516585969348219,341,34
0.12384388752816647,0.18418374176177627,0.03219929600719818,71.32836508558282,-0.048509992509341564,343,34
0.16189801000019605,0.1772476957315423,0.0206773250242385,73.97479624136287,-0.04479615611040701,345,34
0.16910699338247692,0.17812498759180953,0.026352522189817547,73.02561456012833,-0.051646909151655075,347,34
0.14049548772238868,0.17537821401039824,0.14002386005818532,73.21655876954839,-0.059662751130085935,349,34
0.15119247107224876,0.17221731258087078,0.10237574938226762,71.36992403759406,-0.0695258837711075,351,34
0.12783858173159998,0.17506625432752743,0.08294664625093251,73.07017654556898,-0.06283986446106662,353,34
0.1564142150381244,0.1714604681931927,0.12712773159065277,73.8831886680514,-0.06629003670423936,355,34
0.1857698549311534,0.1679290487028019,0.03472608422036714,68.38161338796036,-0.06489861128567331,357,35
0.12342317857071392,0.16689551640870978,0.04283354174449597,70.10462988708557,-0.06904115771164852,359,35
0.12335588813025401,0.16718937689359478,0.05244085591797157,69.9966551204564,-0.06600752545680572,361,35
0.104651967709882,0.16451127223360773,0.041623598594879026,69.87345616740704,-0.06910801641776564,363,35
0.130905717443461,0.16593904016590533,0.018414109820150685,70.26210549499052,-0.06295484100901816,365,35
0.17385338687588991,0.1642494618329308,0.016664087327298044,68.5227224279533,-0.06527965763964769,367,35
0.29484761821333927,0.16579181704278306,0.006766361079514577,57.583348747118706,-0.030991823729321407,383,38
0.2103800251554111,0.15575285047422835,0.1963561009439477,67.00200229104485,-0.05613783292389965,387,39
0.2740774794799304,0.14495463436968822,0.18644406258259805,66.34700737644218,-0.059354761885945635,389,39
0.30063117529627187,0.14899093543024372,0.20101756999804996,63.6659597208842,-0.06170846287936476,391,39
0.2624045436628737,0.14975623129572685,0.18043618351986776,65.7561668743932,-0.061083971299165304,393,39
0.2286070957896595,0.15700443460015004,0.15126209083283834,67.33534688278527,-0.06596613073132541,395,39
0.28717842395864085,0.11294692211183807,0.04686264879359425,63.4947590049674,-0.0802675289830053,415,39
0.20285072282522515,0.16919291742753084,0.03886474059476382,77.47959664773379,-0.08081167174390431,417,40
0.2060724983886678,0.15137976462954691,0.06517250554201551,72.84008748818721,-0.07260643248713795,419,40
0.21716419227623415,0.15463773101489686,0.024444405382447756,73.34357960216431,-0.07755441041587614,421,40
0.17677882097758607,0.16509577782007276,0.08343351172647982,74.44377827722245,-0.07574062381649307,423,40
0.21992970292094366,0.1583733261461149,0.04796944670370568,73.87138308139046,-0.07333261574153516,425,40
